0.025787,-0.01358,0.059814
0.022125,-0.0088501,0.062256
0.018768,-0.0082397,0.065918
0.015106,-0.0033569,0.064697
0.015717,0.00076294,0.067139
0.015411,0.0012207,0.061035
0.018921,-0.00030518,0.061035
0.018005,-0.0032043,0.058594
0.02533,0.00061035,0.059814
0.027771,-0.00030518,0.056152
0.028534,0.0054932,0.056152
0.026703,0.005188,0.053711
0.022736,0.0024414,0.053711
0.02243,-0.0039673,0.056152
0.020447,0.00061035,0.05249
0.019379,-0.0038147,0.059814
0.017395,-0.0030518,0.045166
0.015259,-0.0018311,0.037842
0.013885,-0.010986,0.041504
0.013733,0.0016785,0.040283
0.016937,-0.0036621,0.039063
0.018616,0.0024414,0.046387
0.021973,0.0016785,0.039063
0.022583,-0.0032043,0.039063
0.023651,-0.0019836,0.037842
0.022888,-0.0054932,0.042725
0.020294,-0.0012207,0.039063
0.019379,0.0022888,0.041504
0.0177,0.004425,0.042725
0.019684,0.0035095,0.041504
0.019226,0.0015259,0.050049
0.019989,-0.00091553,0.043945
0.020447,-0.007019,0.047607
0.020599,-0.0045776,0.047607
0.02121,-0.0038147,0.042725
0.021515,-0.004425,0.05249
0.020294,0.0027466,0.053711
0.019379,0.0016785,0.053711
0.019836,0.0082397,0.054932
0.019226,0.0097656,0.059814
0.023041,0.011139,0.059814
0.024719,0.01358,0.058594
0.022583,0.0064087,0.063477
0.025787,0.0062561,0.059814
0.023651,-0.0042725,0.062256
0.025024,-0.0042725,0.063477
0.023193,-0.0018311,0.067139
0.023041,-0.0019836,0.061035
0.019684,0.0027466,0.064697
0.018616,0.0028992,0.075684
0.018616,0.0032043,0.067139
0.016632,0,0.075684
0.018768,-0.005188,0.061035
0.018158,-0.0041199,0.053711
0.019379,-0.0061035,0.057373
0.020905,0.0015259,0.058594
0.02243,0.0016785,0.05249
0.025482,0.0085449,2.3474
0.025635,0.0073242,4.7681
0.026093,0.005188,4.9036
0.025024,0.0042725,4.9158
0.023804,0.0015259,4.9219
0.024261,-0.00030518,4.9121
0.02243,0.0027466,4.9182
0.021057,0.0035095,4.9146
0.016937,0.004425,4.917
0.015411,0.0039673,4.9219
0.014038,0.0018311,4.9121
0.014343,0.00076294,4.9072
0.016174,0.0010681,4.9146
0.016022,-0.00015259,4.8975
0.019836,0.0032043,4.9048
0.019684,0.0059509,4.9109
0.02182,0.0073242,4.9097
0.023651,0.0097656,4.906
0.021667,0.0061035,4.906
0.023499,0.0027466,4.9109
0.020447,-0.0015259,4.9121
0.02182,-0.00030518,4.9146
0.02121,0.0015259,4.9146
0.019531,0.0028992,4.9255
0.020599,0.0059509,4.9207
0.018158,0.0039673,4.9292
0.020599,0.0012207,4.9243
0.019684,0.0019836,4.928
0.022736,0.00030518,4.9304
0.025024,0.00061035,4.9353
0.023041,0.0041199,4.9451
0.022278,0.005188,4.9341
0.021973,0.0028992,4.9243
0.020142,0.0015259,4.9341
0.021973,-0.0039673,4.9329
0.02182,-0.00091553,4.9316
0.024109,0.0021362,4.9365
0.025024,0.0062561,4.9353
0.023804,0.0094604,4.939
0.024719,0.010986,4.9353
0.023041,0.0086975,4.9414
0.024261,0.0041199,4.9304
0.02655,0.004425,4.9341
0.026855,0.0054932,4.9304
0.029144,0.0091553,4.9341
0.026703,0.010223,4.9377
0.026398,0.010071,4.9243
0.026093,0.0080872,4.9243
0.024109,0.005188,4.9207
0.026245,0.004425,4.9072
0.02594,0.002594,4.9207
0.027161,0.0028992,4.9158
0.026703,0.0016785,4.9182
0.026398,0.0010681,4.917
0.025482,0.00076294,4.9146
0.023499,0.00015259,4.9146
0.024414,0.0015259,4.9097
0.025024,0.0028992,4.9109
0.027313,0.0061035,4.9072
0.026245,0.0079346,4.9109
0.025787,0.0082397,4.9121
0.024872,0.0086975,4.9121
0.02533,0.0062561,4.906
0.026703,0.007782,4.9121
0.029144,0.0057983,4.9097
0.028839,0.0059509,4.9109
0.029297,0.0068665,4.9146
0.030212,0.0062561,4.9182
0.029297,0.0071716,4.9109
0.028687,0.0067139,4.917
0.026855,0.0062561,4.9194
0.024872,0.0036621,4.9231
0.025635,0.0030518,4.9243
0.023651,0.0016785,4.9231
0.024414,0.0012207,4.9329
0.023041,0.0028992,4.9329
0.024719,0.0021362,4.9353
0.020905,0.0024414,4.9255
0.020599,0.0019836,4.9365
0.020294,0.0016785,4.9292
0.023499,0.0018311,0.065918
0.027008,0.0047302,0.076904
0.027618,0.0073242,0.063477
0.028076,0.0093079,0.068359
0.02594,0.0082397,0.065918
0.024109,0.004425,0.048828
0.02182,-0.0027466,0.062256
0.021057,-0.0015259,0.063477
0.02243,0.00015259,0.065918
0.023804,0.0039673,0.062256
0.02533,0.0059509,0.056152
0.025024,0.0094604,0.059814
0.023346,0.0076294,0.05249
0.023651,0.0045776,0.053711
0.023041,0.00076294,0.048828
0.02533,0.00030518,0.05127
0.025482,-0.0010681,0.048828
0.025482,0.0012207,0.048828
0.023346,0.0033569,0.05127
0.020905,0.00061035,0.047607
0.018158,0.00091553,0.040283
0.016327,0.00076294,0.041504
0.015717,-0.0019836,0.028076
0.016327,-0.0016785,0.036621
0.018005,-0.0010681,0.037842
0.018463,0.0019836,0.039063
0.016632,0.0022888,0.037842
0.017548,0.0045776,0.037842
0.017395,0.0030518,0.039063
0.018921,0.0019836,0.0354
0.020905,0.0030518,0.037842
0.022736,0.0032043,0.036621
0.02243,0.0030518,0.041504
0.021515,0.0093079,0.041504
0.019226,0.0065613,0.045166
0.016785,0.0067139,0.047607
0.015869,0.004425,0.050049
0.015564,0.0012207,0.056152
0.01709,-0.0024414,0.057373
0.018005,-0.0039673,0.068359
0.019836,-0.0059509,0.062256
0.02121,-0.0050354,0.047607
0.021515,-0.0010681,0.063477
0.022888,0.00045776,0.063477
0.022736,0.00076294,0.059814
0.023956,0.0013733,0.064697
0.024261,-0.0016785,0.058594
0.024109,-0.0015259,0.062256
0.022583,-0.0015259,0.062256
0.019836,0.00015259,0.065918
0.016632,0.0024414,0.059814
0.014038,0.0015259,0.061035
0.015869,0.0010681,0.067139
0.01709,-0.00061035,0.06958
0.019379,-0.0027466,0.072021
0.020294,-0.0039673,0.063477
0.021515,-0.0021362,0.061035
0.021973,-0.00076294,0.061035
0.021973,0.0018311,0.054932
0.022583,0.00076294,0.054932
0.022736,-0.00045776,0.05127
0.02243,0.00015259,0.041504
0.020447,-0.00030518,0.047607
0.019989,-0.00061035,0.050049
0.020905,-0.0016785,0.046387
0.021057,-0.0033569,0.043945
0.022278,-0.0065613,0.045166
0.023346,-0.0054932,0.039063
0.025482,-0.005188,0.042725
0.025787,-0.0021362,0.043945
0.025482,-0.00076294,0.042725
0.024261,-0.0015259,0.036621
0.022583,-0.0035095,0.0354
0.021057,-0.0048828,0.047607
0.022278,-0.0057983,0.041504
0.023651,-0.004425,0.050049
0.025024,-0.0022888,0.032959
0.02594,0.0010681,0.029297
0.026703,0.0016785,0.036621
0.026703,0.00061035,0.039063
0.027161,-0.00076294,0.042725
0.027618,-0.0068665,0.045166
0.029449,-0.0091553,0.042725
0.030365,-0.0061035,0.046387
0.029602,-0.0021362,0.05127
0.026855,-0.00015259,0.056152
0.024567,0.0054932,0.057373
0.023651,0.002594,4.3762
0.023956,-0.0032043,4.8914
0.024567,-0.0047302,4.9316
0.02655,-0.0073242,4.9426
0.026245,-0.0045776,4.9341
0.025482,0.00045776,4.9316
0.025482,0.0028992,4.9414
0.026093,0.0022888,4.928
0.026093,0.00061035,4.9316
0.026855,-0.0036621,4.9316
0.02655,-0.0056458,4.9341
0.027008,-0.0016785,4.9341
0.026398,0.00015259,4.9341
0.025482,0.0027466,4.9377
0.024872,0.0057983,4.9353
0.025177,-0.00015259,4.9341
0.026398,-0.0021362,4.9255
0.028381,-0.0012207,4.9255
0.030212,0.00030518,4.9268
0.030518,0.0067139,4.9268
0.029602,0.0068665,4.9243
0.030365,0.0062561,4.9243
0.029144,0.005188,4.9304
0.028687,0.00091553,4.917
0.027924,0.0021362,4.9292
0.027466,-0.00061035,4.9158
0.025635,-0.00061035,4.9146
0.023956,0.0035095,4.9146
0.025635,0.004425,4.9133
0.021973,0.0032043,4.9097
0.023193,0.0018311,4.9109
0.024872,-0.00061035,4.9084
0.026245,-0.0016785,4.9097
0.028076,0.0016785,4.9072
0.028229,0.0022888,4.9133
0.029907,0.004425,4.9109
0.030365,0.0056458,4.9121
0.030823,0.0033569,4.9121
0.030212,0.00091553,4.9146
0.028992,-0.0015259,4.9219
0.027924,-0.0032043,4.917
0.02594,-0.0019836,4.9231
0.024109,0.00045776,4.9207
0.023651,0,4.9121
0.022583,0.0042725,4.9243
0.024567,0.0035095,4.9268
0.023804,0.00091553,4.9255
0.028381,0.0015259,4.9316
0.028687,0.00076294,4.9304
0.027008,0,4.9365
0.026093,-0.00061035,4.9292
0.023804,0.0015259,4.9341
0.022583,-0.0027466,4.928
0.021515,-0.0050354,4.9341
0.022888,-0.0088501,4.9341
0.022888,-0.0076294,4.9377
0.022736,-0.0057983,4.9329
0.021515,-0.0035095,4.9365
0.020905,-0.00015259,4.9414
0.020905,0.00061035,4.9377
0.020599,0.0032043,4.9414
0.024872,0.0032043,4.9329
0.024567,0.0032043,4.9353
0.024719,0.0035095,4.928
0.024414,0.00091553,4.9268
0.023193,0.0033569,4.928
0.02121,0.0033569,4.9255
0.020294,0.00076294,4.9194
0.020905,0.0015259,4.9219
0.021973,-0.00061035,4.9182
0.023041,-0.0015259,4.9194
0.02243,-0.0030518,4.9121
0.02121,-0.0012207,4.9194
0.019379,0.00015259,4.9109
0.018921,0.0015259,4.9109
0.018921,0.00091553,4.9255
0.020447,0.0010681,4.9146
0.020447,0.0015259,4.9194
0.019379,0.0028992,4.9133
0.018005,0.0036621,4.895
0.014954,0.005188,0.036621
0.018158,0.0073242,0.043945
0.020447,0.0091553,0.040283
0.022278,0.0082397,0.039063
0.025177,0.0068665,0.039063
0.026093,0.0045776,0.032959
0.02533,0.0045776,0.043945
0.023651,0.0073242,0.047607
0.021973,0.0041199,0.046387
0.021667,0.005188,0.054932
0.021973,0.004425,0.056152
0.024414,0.0047302,0.063477
0.024261,0.0045776,0.068359
0.023346,0.009613,0.061035
0.021667,0.020752,0.059814
0.019226,0.0079346,0.062256
0.019531,-0.0016785,0.063477
0.019531,0.0065613,0.062256
0.02121,-0.014343,0.041504
0.02243,-0.0045776,0.062256
0.02243,0.0086975,0.061035
0.021057,-0.0083923,0.057373
0.020142,0.011597,0.062256
0.018616,0.014343,0.063477
0.020599,-0.0030518,0.068359
0.02243,0.0074768,0.063477
0.024261,0.0036621,0.06958
0.025482,0.00045776,0.062256
0.024261,0.0079346,0.061035
0.02243,0.011292,0.061035
0.019073,0.010681,0.058594
0.019836,0.011292,0.063477
0.020905,0.013123,0.05249
0.022888,-0.00076294,0.065918
0.023193,0.00091553,0.047607
0.023041,0.0054932,0.041504
0.022278,0.0048828,0.045166
0.02121,0.014343,0.041504
0.020905,0.014801,0.041504
0.022125,0.0042725,0.041504
0.023193,0.0021362,0.030518
0.024109,-0.0021362,0.041504
0.024414,0.019531,0.039063
0.02182,0.02594,0.039063
0.016937,0.017548,0.030518
0.016937,0.012054,0.040283
0.015717,-0.043335,0.039063
0.017242,-0.02533,0.042725
0.019379,-0.019531,0.047607
0.019226,-0.011292,0.041504
0.020447,0.031433,0.045166
0.019073,0.033722,0.040283
0.018921,0.027618,0.03418
0.017853,0.033417,0.045166
0.017242,-0.014648,0.041504
0.018005,-0.0027466,0.047607
0.019989,-0.007019,0.05249
0.02182,0.010529,0.047607
0.021973,0.027466,0.061035
0.018005,0.027771,0.057373
0.019073,0.027466,0.063477
0.017548,-0.01358,0.057373
0.017548,-0.016479,0.064697
0.019379,-0.03418,0.063477
0.018921,-0.020142,0.061035
0.021362,0.012665,0.061035
0.022125,0.027161,0.064697
0.019379,0.044098,0.064697
0.020752,0.034332,0.063477
0.022125,0.018005,0.073242
0.024719,-0.0013733,0.067139
0.028534,-0.013733,0.053711
0.025787,-0.013123,0.064697
0.026245,0.0045776,0.065918
0.019836,0.024872,0.061035
0.018005,0.04425,0.057373
0.013428,0.035095,0.057373
0.012512,0.018768,0.053711
0.012665,0.0083923,0.050049
0.014343,-0.013123,0.048828
0.017242,-0.007019,0.045166
0.02121,-0.0041199,0.05127
0.02182,-0.0013733,0.046387
0.02594,0.015411,0.047607
0.02533,0.011292,0.05249
0.027771,0.022736,0.042725
0.024872,0.0097656,0.036621
0.022125,0.007782,3.9954
0.022583,-0.007019,4.8352
0.016479,-0.009613,4.9011
0.013275,-0.0079346,4.9097
0.0094604,0.0015259,4.9121
0.0086975,0.0094604,4.906
0.0091553,0.016632,4.9072
0.010376,0.010223,4.9109
0.011444,-0.0015259,4.9084
0.014496,-0.012817,4.9097
0.016174,-0.014801,4.9146
0.019379,-0.0032043,4.9158
0.020599,0.019379,4.9133
0.020294,0.021973,4.917
0.019531,0.025024,4.9158
0.019684,0.00015259,4.9255
0.019684,-0.0065613,4.9255
0.019684,-0.010986,4.9292
0.018616,-0.0090027,4.9402
0.02182,-0.005188,4.9292
0.021362,-0.0074768,4.917
0.022736,-0.0012207,4.928
0.016327,0.016174,4.9231
0.012207,0.01297,4.9292
0.0090027,0.0071716,4.9329
0.0083923,-0.0048828,4.9292
0.012054,-0.01358,4.9365
0.013123,-0.010529,4.9316
0.016785,-0.00030518,4.939
0.015411,0.002594,4.9353
0.018158,-0.0050354,4.939
0.016327,-0.0074768,4.939
0.018311,-0.011139,4.9377
0.017853,-0.0016785,4.9438
0.019379,0.014801,4.9353
0.022583,0.019989,4.9304
0.022736,0.015564,4.9182
0.021973,-0.0056458,4.9158
0.018768,-0.012054,4.9243
0.014801,-0.016479,4.9207
0.016022,-0.0061035,4.9207
0.016632,0.0027466,4.9182
0.02121,0.0099182,4.9072
0.021515,0.0056458,4.917
0.02243,-0.00045776,4.9109
0.018463,-0.0061035,4.9146
0.019836,-0.0019836,4.906
